,address,days_listed,dealer_rating,make,market_price,mileage,price,year
461,"Geneva, NY",60 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2012 Subaru Forester 2.5XT Touring           Viewed
","Instant Market Value of $21,251","Mileage: 48,425 mi","$18,777 
 $340/est. mo
","2012 Subaru Forester 2.5XT Touring           Viewed
"
462,"Glenmont, NY",77 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 BMW 5 Series 535i xDrive           Viewed
","Instant Market Value of $39,068","Mileage: 49,517 mi","$33,980 $34,980
 $616/est. mo
","2014 BMW 5 Series 535i xDrive           Viewed
"
463,"Schenectady, NY",36 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2008 Honda Civic LX           Viewed
","Instant Market Value of $7,863","Mileage: 100,450 mi","$5,995 
 $109/est. mo
","2008 Honda Civic LX           Viewed
"
464,"Albany, NY",205 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2010 Ford Fusion Sport V6           Viewed
","Instant Market Value of $10,302","Mileage: 105,378 mi","$7,995 
 $145/est. mo
","2010 Ford Fusion Sport V6           Viewed
"
465,"Victor, NY",140 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2012 Chevrolet Camaro 1SS Convertible           Viewed
","Instant Market Value of $23,859","Mileage: 43,041 mi","$21,300 
 $386/est. mo
","2012 Chevrolet Camaro 1SS Convertible           Viewed
"
466,"Schenectady, NY",214 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2005 Chevrolet Silverado 2500HD 4 Dr LS 4WD Extended Cab LB HD           Viewed
","Instant Market Value of $15,667","Mileage: 75,952 mi","$12,495 
 $227/est. mo
","2005 Chevrolet Silverado 2500HD 4 Dr LS 4WD Extended Cab LB HD           Viewed
"
467,"Latham, NY",16 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 BMW 3 Series 335i xDrive Sedan           Viewed
","Instant Market Value of $38,574","Mileage: 18,129 mi","$34,880 
 $632/est. mo
","2013 BMW 3 Series 335i xDrive Sedan           Viewed
"
468,"CANANDAIGUA, NY",127 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2011 Buick LaCrosse CXL AWD           Viewed
","Instant Market Value of $17,193","Mileage: 47,632 mi","$14,983 
 $272/est. mo
","2011 Buick LaCrosse CXL AWD           Viewed
"
469,"Kingston, NY",69 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2008 Ford F-150 XLT           Viewed
","Instant Market Value of $11,874","Mileage: 100,115 mi","$8,995 $9,995
 $163/est. mo
","2008 Ford F-150 XLT           Viewed
"
470,"Carthage, NY",165 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 Ford F-350 Super Duty Lariat SuperCab 4WD           Viewed
","Instant Market Value of $42,208","Mileage: 27,973 mi","$36,850 
 $668/est. mo
","2014 Ford F-350 Super Duty Lariat SuperCab 4WD           Viewed
"
471,"Canandaigua, NY",128 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Chevrolet Express Cargo 1500 AWD           Viewed
","Instant Market Value of $28,454","Mileage: 89,973 mi","$17,500 
 $317/est. mo
","2014 Chevrolet Express Cargo 1500 AWD           Viewed
"
472,"Scranton, PA",55 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2006 Nissan Pathfinder SE 4X4           Viewed
","Instant Market Value of $7,404","Mileage: 160,000 mi","$4,999 
 $91/est. mo
","2006 Nissan Pathfinder SE 4X4           Viewed
"
473,"Lake Katrine, NY",45 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 GMC Acadia Denali AWD           Viewed
","Instant Market Value of $35,337","Mileage: 48,964 mi","$32,409 
 $587/est. mo
","2014 GMC Acadia Denali AWD           Viewed
"
474,"Dickson City, PA",288 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2015 Chrysler Town & Country Touring           Viewed
","Instant Market Value of $21,456","Mileage: 33,661 mi","$18,995 
 $344/est. mo
","2015 Chrysler Town & Country Touring           Viewed
"
475,"Scott Township, PA",42 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2008 Saturn VUE XR V6 AWD           Viewed
","Instant Market Value of $8,665","Mileage: 93,000 mi","$6,995 
 $127/est. mo
","2008 Saturn VUE XR V6 AWD           Viewed
"
476,"Little Falls, NY",262 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2009 Pontiac G5 GT           Viewed
","Instant Market Value of $9,907","Mileage: 34,591 mi","$7,495 
 $136/est. mo
","2009 Pontiac G5 GT           Viewed
"
477,"Binghamton, NY",102 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2013 Chevrolet Malibu LS           Viewed
","Instant Market Value of $13,717","Mileage: 33,000 mi","$11,995 
 $218/est. mo
","2013 Chevrolet Malibu LS           Viewed
"
478,"Albany, NY",50 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Mercedes-Benz M-Class ML350 4MATIC           Viewed
","Instant Market Value of $39,916","Mileage: 20,866 mi","$36,000 
 $652/est. mo
","2014 Mercedes-Benz M-Class ML350 4MATIC           Viewed
"
479,"East Syracuse, NY",60 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 Kia Sorento LX AWD           Viewed
","Instant Market Value of $21,362","Mileage: 36,027 mi","$18,990 
 $344/est. mo
","2014 Kia Sorento LX AWD           Viewed
"
480,"Troy, NY",30 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2005 Subaru Forester XS           Viewed
","Instant Market Value of $7,079","Mileage: 100,349 mi","$4,995 $5,995
 $91/est. mo
","2005 Subaru Forester XS           Viewed
"
481,"Painted Post, NY",76 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2012 Ford Escape Limited 4WD           Viewed
","Instant Market Value of $18,384","Mileage: 48,761 mi","$15,995 
 $290/est. mo
","2012 Ford Escape Limited 4WD           Viewed
"
482,"Latham, NY",73 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2011 Jeep Wrangler Unlimited Sport           Viewed
","Instant Market Value of $22,450","Mileage: 95,540 mi","$19,000 
 $344/est. mo
","2011 Jeep Wrangler Unlimited Sport           Viewed
"
483,"Oneonta, NY",85 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2011 Subaru Outback 3.6R Limited           Viewed
","Instant Market Value of $13,621","Mileage: 124,888 mi","$11,400 $11,995
 $207/est. mo
","2011 Subaru Outback 3.6R Limited           Viewed
"
484,"Endicott, NY",10 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Chevrolet Cruze LS           Viewed
","Instant Market Value of $12,350","Mileage: 28,033 mi","$10,655 
 $193/est. mo
","2013 Chevrolet Cruze LS           Viewed
"
485,"Binghamton, NY",70 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Toyota Camry LE           Viewed
","Instant Market Value of $14,808","Mileage: 30,966 mi","$12,997 
 $236/est. mo
","2013 Toyota Camry LE           Viewed
"
486,"Herkimer, NY",36 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2013 Hyundai Accent GS Hatchback           Viewed
","Instant Market Value of $10,642","Mileage: 37,562 mi","$8,995 
 $163/est. mo
","2013 Hyundai Accent GS Hatchback           Viewed
"
487,"Scranton, PA",43 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Ram 1500 Tradesman Quad Cab 4WD           Viewed
","Instant Market Value of $16,933","Mileage: 137,913 mi","$13,995 $14,995
 $254/est. mo
","2013 Ram 1500 Tradesman Quad Cab 4WD           Viewed
"
488,"Clifton Park, NY",4 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2016 Ford F-150            Viewed
","Instant Market Value of $46,865","Mileage: 2,084 mi","$37,901 
 $687/est. mo
","2016 Ford F-150            Viewed
"
489,"Latham, NY",16 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 BMW X3 xDrive35i           Viewed
","Instant Market Value of $35,980","Mileage: 43,861 mi","$32,440 
 $588/est. mo
","2014 BMW X3 xDrive35i           Viewed
"
490,"Wolcott, NY",66 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2015 Chevrolet Impala LT           Viewed
","Instant Market Value of $23,135","Mileage: 11,742 mi","$19,999 $20,994
 $363/est. mo
","2015 Chevrolet Impala LT           Viewed
"
491,"Utica, NY",38 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2014 Chevrolet Malibu LT           Viewed
","Instant Market Value of $15,766","Mileage: 30,232 mi","$13,849 $14,449
 $251/est. mo
","2014 Chevrolet Malibu LT           Viewed
"
492,"Endicott, NY",8 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2006 Mitsubishi Endeavor LS           Viewed
","Instant Market Value of $6,369","Mileage: 107,200 mi","$4,295 
 $78/est. mo
","2006 Mitsubishi Endeavor LS           Viewed
"
493,"Sidney, NY",77 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Chevrolet Malibu LT           Viewed
","Instant Market Value of $14,780","Mileage: 30,542 mi","$12,999 
 $236/est. mo
","2013 Chevrolet Malibu LT           Viewed
"
494,"CICERO, NY",14 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2016 Dodge Journey SXT           Viewed
","Instant Market Value of $19,972","Mileage: 30,878 mi","$16,990 $18,990
 $308/est. mo
","2016 Dodge Journey SXT           Viewed
"
495,"Albany, NY",103 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2011 Honda Accord LX-P           Viewed
","Instant Market Value of $10,841","Mileage: 96,341 mi","$8,795 
 $160/est. mo
","2011 Honda Accord LX-P           Viewed
"
496,"Endicott, NY",18 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2007 Hyundai Santa Fe GLS           Viewed
","Instant Market Value of $9,181","Mileage: 81,827 mi","$6,995 
 $127/est. mo
","2007 Hyundai Santa Fe GLS           Viewed
"
497,"Wolcott, NY",71 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2011 Acura TSX            Viewed
","Instant Market Value of $17,409","Mileage: 46,253 mi","$15,000 $16,399
 $272/est. mo
","2011 Acura TSX            Viewed
"
498,"Vestal, NY",76 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2013 Chevrolet Cruze 1LT           Viewed
","Instant Market Value of $13,787","Mileage: 12,260 mi","$11,999 
 $218/est. mo
","2013 Chevrolet Cruze 1LT           Viewed
"
499,"Vestal, NY",54 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2013 Chevrolet Equinox LT1 AWD           Viewed
","Instant Market Value of $19,742","Mileage: 24,771 mi","$17,689 
 $321/est. mo
","2013 Chevrolet Equinox LT1 AWD           Viewed
"
500,"Kingston, NY",130 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2016 Jeep Patriot Latitude 4WD           Viewed
","Instant Market Value of $22,070","Mileage: 3,399 mi","$19,221 
 $348/est. mo
","2016 Jeep Patriot Latitude 4WD           Viewed
"
501,"Latham, NY",91 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Chevrolet Traverse LS AWD           Viewed
","Instant Market Value of $19,135","Mileage: 66,266 mi","$16,998 
 $308/est. mo
","2013 Chevrolet Traverse LS AWD           Viewed
"
502,"Utica, NY",67 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2011 Honda CR-V SE AWD           Viewed
","Instant Market Value of $15,710","Mileage: 57,290 mi","$13,999 $14,555
 $254/est. mo
","2011 Honda CR-V SE AWD           Viewed
"
503,"Hortonville, NY",2 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2010 Ford Escape XLT 4WD           Viewed
","Instant Market Value of $12,875","Mileage: 61,788 mi","$10,499 
 $191/est. mo
","2010 Ford Escape XLT 4WD           Viewed
"
504,"Kingston, NY",56 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2013 Toyota Camry SE           Viewed
","Instant Market Value of $16,435","Mileage: 15,416 mi","$14,498 
 $263/est. mo
","2013 Toyota Camry SE           Viewed
"
505,"Schenectady, NY",16 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2006 Honda Civic LX           Viewed
","Instant Market Value of $6,766","Mileage: 119,000 mi","$4,800 
 $87/est. mo
","2006 Honda Civic LX           Viewed
"
506,"East Syracuse, NY",16 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Toyota RAV4 LE AWD           Viewed
","Instant Market Value of $18,844","Mileage: 30,594 mi","$16,995 
 $308/est. mo
","2013 Toyota RAV4 LE AWD           Viewed
"
507,"Oneonta, NY",169 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2015 Subaru XV Crosstrek Premium           Viewed
","Instant Market Value of $22,904","Mileage: 21,137 mi","$21,000 
 $381/est. mo
","2015 Subaru XV Crosstrek Premium           Viewed
"
508,"Albany, NY",55 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Mercedes-Benz GLK-Class GLK350 4MATIC           Viewed
","Instant Market Value of $29,362","Mileage: 45,864 mi","$25,888 
 $469/est. mo
","2014 Mercedes-Benz GLK-Class GLK350 4MATIC           Viewed
"
509,"Cohoes, NY",21 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2005 Nissan Frontier 4 Dr SE Crew Cab SB           Viewed
","Instant Market Value of $12,025","Mileage: 86,262 mi","$9,990 
 $181/est. mo
","2005 Nissan Frontier 4 Dr SE Crew Cab SB           Viewed
"
510,"Ithaca, NY",85 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Ram 2500 Laramie Longhorn Crew Cab LB 4WD           Viewed
","Instant Market Value of $45,954","Mileage: 30,947 mi","$38,999 
 $706/est. mo
","2014 Ram 2500 Laramie Longhorn Crew Cab LB 4WD           Viewed
"
511,"Taylor, PA",17 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2008 Honda Civic Coupe Si           Viewed
","Instant Market Value of $10,863","Mileage: 91,592 mi","$8,995 
 $163/est. mo
","2008 Honda Civic Coupe Si           Viewed
"
512,"Cortland, NY",30 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2006 Chevrolet Impala SS           Viewed
","Instant Market Value of $9,248","Mileage: 81,271 mi","$6,995 
 $127/est. mo
","2006 Chevrolet Impala SS           Viewed
"
513,"Sayre, PA",44 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2015 Ford Focus SE           Viewed
","Instant Market Value of $13,376","Mileage: 31,351 mi","$11,495 $11,995
 $209/est. mo
","2015 Ford Focus SE           Viewed
"
514,"Binghamton, NY",78 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2009 Chevrolet Malibu LTZ           Viewed
","Instant Market Value of $8,962","Mileage: 112,000 mi","$6,900 
 $125/est. mo
","2009 Chevrolet Malibu LTZ           Viewed
"
515,"Westmoreland, NY",102 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2005 GMC Sierra 2500HD 4 Dr SLT 4WD Crew Cab SB HD           Viewed
","Instant Market Value of $20,852","Mileage: 157,873 mi","$16,900 
 $306/est. mo
","2005 GMC Sierra 2500HD 4 Dr SLT 4WD Crew Cab SB HD           Viewed
"
516,"Endicott, NY",8 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2012 Honda Civic EX           Viewed
","Instant Market Value of $11,713","Mileage: 74,163 mi","$9,900 
 $180/est. mo
","2012 Honda Civic EX           Viewed
"
517,"Liverpool, NY",170 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2011 Chevrolet Cruze Eco           Viewed
","Instant Market Value of $8,975","Mileage: 88,207 mi","$7,295 
 $133/est. mo
","2011 Chevrolet Cruze Eco           Viewed
"
518,"Carthage, NY",214 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Ford Flex SEL AWD           Viewed
","Instant Market Value of $22,118","Mileage: 59,562 mi","$19,500 
 $353/est. mo
","2013 Ford Flex SEL AWD           Viewed
"
