,address,days_listed,dealer_rating,make,market_price,mileage,price,year
853,"Syracuse, NY",77 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2011 Chevrolet Camaro LT1           Viewed
","Instant Market Value of $20,123","Mileage: 5,261 mi","$17,999 
 $326/est. mo
","2011 Chevrolet Camaro LT1           Viewed
"
854,"Fulton, NY",41 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2006 Honda Accord LX Special Edition           Viewed
","Instant Market Value of $6,930","Mileage: 145,931 mi","$5,295 
 $96/est. mo
","2006 Honda Accord LX Special Edition           Viewed
"
855,"Niagara Falls, NY",63 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2008 Subaru Legacy 2.5 i Limited           Viewed
","Instant Market Value of $9,301","Mileage: 96,657 mi","$7,500 $8,650
 $136/est. mo
","2008 Subaru Legacy 2.5 i Limited           Viewed
"
856,"Elmira, NY",60 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2014 Jeep Cherokee Trailhawk 4WD           Viewed
","Instant Market Value of $27,311","Mileage: 18,673 mi","$24,994 
 $453/est. mo
","2014 Jeep Cherokee Trailhawk 4WD           Viewed
"
857,"Williamson, NY",78 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2016 GMC Terrain SLE2           Viewed
","Instant Market Value of $26,190","Mileage: 10,765 mi","$23,390 
 $424/est. mo
","2016 GMC Terrain SLE2           Viewed
"
858,"Carthage, NY",23 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2016 Ford F-150 XLT SuperCrew 4WD           Viewed
","Instant Market Value of $37,872","Mileage: 10,705 mi","$33,750 
 $611/est. mo
","2016 Ford F-150 XLT SuperCrew 4WD           Viewed
"
859,"Ontario, NY",< 1 day on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2014 Chevrolet Cruze LS           Viewed
","Instant Market Value of $11,515","Mileage: 40,192 mi","$9,995 
 $181/est. mo
","2014 Chevrolet Cruze LS           Viewed
"
860,"Auburn, NY",35 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2011 Honda CR-V EX AWD           Viewed
","Instant Market Value of $15,599","Mileage: 72,000 mi","$13,995 
 $254/est. mo
","2011 Honda CR-V EX AWD           Viewed
"
861,"Lockport, NY",65 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2013 GMC Sierra 1500 SLE Ext. Cab 4WD           Viewed
","Instant Market Value of $25,871","Mileage: 45,238 mi","$23,500 
 $426/est. mo
","2013 GMC Sierra 1500 SLE Ext. Cab 4WD           Viewed
"
862,"Syracuse, NY",101 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 Mazda CX-5 Grand Touring AWD           Viewed
","Instant Market Value of $24,790","Mileage: 23,276 mi","$22,995 $23,995
 $417/est. mo
","2014 Mazda CX-5 Grand Touring AWD           Viewed
"
863,"Oakfield, NY",126 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Chevrolet Impala LT Fleet           Viewed
","Instant Market Value of $11,587","Mileage: 57,640 mi","$9,278 
 $168/est. mo
","2013 Chevrolet Impala LT Fleet           Viewed
"
864,"Orchard Park, NY",53 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2013 GMC Acadia SLT1 AWD           Viewed
","Instant Market Value of $25,114","Mileage: 71,409 mi","$22,971 
 $416/est. mo
","2013 GMC Acadia SLT1 AWD           Viewed
"
865,"Webster, NY",1 day on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2007 Volkswagen Jetta 2.5L PZEV           Viewed
","Instant Market Value of $6,698","Mileage: 79,000 mi","$4,995 
 $91/est. mo
","2007 Volkswagen Jetta 2.5L PZEV           Viewed
"
866,"Rochester, NY",105 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2014 Buick LaCrosse Premium           Viewed
","Instant Market Value of $24,296","Mileage: 29,800 mi","$21,699 
 $393/est. mo
","2014 Buick LaCrosse Premium           Viewed
"
867,"Auburn, NY",112 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Kia Optima LX           Viewed
","Instant Market Value of $13,773","Mileage: 49,000 mi","$11,995 
 $218/est. mo
","2014 Kia Optima LX           Viewed
"
868,"Farmington, NY",17 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2011 Buick Enclave CX AWD           Viewed
","Instant Market Value of $20,112","Mileage: 39,883 mi","$17,999 
 $326/est. mo
","2011 Buick Enclave CX AWD           Viewed
"
869,"Oakfield, NY",126 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Chevrolet Malibu LS           Viewed
","Instant Market Value of $13,259","Mileage: 40,861 mi","$10,887 
 $198/est. mo
","2014 Chevrolet Malibu LS           Viewed
"
870,"Oakfield, NY",45 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2012 Chevrolet Malibu LS Fleet           Viewed
","Instant Market Value of $10,213","Mileage: 74,378 mi","$7,988 
 $145/est. mo
","2012 Chevrolet Malibu LS Fleet           Viewed
"
871,"Honeoye Falls, NY",198 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Chevrolet Impala LT Fleet           Viewed
","Instant Market Value of $11,406","Mileage: 60,854 mi","$9,700 
 $176/est. mo
","2013 Chevrolet Impala LT Fleet           Viewed
"
872,"Geneva, NY",47 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 Chevrolet Spark 2LT           Viewed
","Instant Market Value of $9,893","Mileage: 44,004 mi","$7,990 $8,490
 $145/est. mo
","2014 Chevrolet Spark 2LT           Viewed
"
873,"Spencerport, NY",42 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2005 Chrysler Pacifica Touring AWD           Viewed
","Instant Market Value of $5,716","Mileage: 129,800 mi","$3,700 
 $67/est. mo
","2005 Chrysler Pacifica Touring AWD           Viewed
"
874,"Elma, NY",15 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2012 Ford Mustang GT           Viewed
","Instant Market Value of $24,114","Mileage: 19,087 mi","$20,995 $21,995
 $381/est. mo
","2012 Ford Mustang GT           Viewed
"
875,"Webster, NY",21 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2010 Honda CR-V EX-L AWD           Viewed
","Instant Market Value of $15,859","Mileage: 61,468 mi","$13,990 
 $254/est. mo
","2010 Honda CR-V EX-L AWD           Viewed
"
876,"Phoenix, NY",45 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2009 Chevrolet Corvette Coupe 4LT           Viewed
","Instant Market Value of $36,009","Mileage: 34,619 mi","$30,999 
 $562/est. mo
","2009 Chevrolet Corvette Coupe 4LT           Viewed
"
877,"Buffalo, NY",127 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2015 Dodge Grand Caravan            Viewed
","Instant Market Value of $20,384","Mileage: 20,539 mi","$17,500 
 $317/est. mo
","2015 Dodge Grand Caravan            Viewed
"
878,"West Seneca, NY",31 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2013 GMC Terrain SLT1           Viewed
","Instant Market Value of $19,839","Mileage: 47,188 mi","$17,995 
 $326/est. mo
","2013 GMC Terrain SLT1           Viewed
"
879,"Rochester, NY",118 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2006 Dodge Dakota SLT 2dr Club Cab 4WD SB           Viewed
","Instant Market Value of $13,039","Mileage: 59,950 mi","$10,988 
 $199/est. mo
","2006 Dodge Dakota SLT 2dr Club Cab 4WD SB           Viewed
"
880,"Williamsville, NY",18 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2015 Hyundai Sonata Sport           Viewed
","Instant Market Value of $15,393","Mileage: 48,767 mi","$12,948 
 $235/est. mo
","2015 Hyundai Sonata Sport           Viewed
"
881,"Williamsville, NY",141 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Chevrolet Malibu LT           Viewed
","Instant Market Value of $12,347","Mileage: 69,766 mi","$10,500 $11,288
 $191/est. mo
","2013 Chevrolet Malibu LT           Viewed
"
882,"Java Center, NY",305 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2012 Ford Fusion SEL           Viewed
","Instant Market Value of $14,526","Mileage: 24,000 mi","$12,700 
 $230/est. mo
","2012 Ford Fusion SEL           Viewed
"
883,"Java Center, NY",305 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2012 Ford Fusion SE           Viewed
","Instant Market Value of $13,115","Mileage: 29,488 mi","$11,350 
 $206/est. mo
","2012 Ford Fusion SE           Viewed
"
884,"Lockport, NY",29 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2007 Honda CR-V LX           Viewed
","Instant Market Value of $10,560","Mileage: 79,438 mi","$8,890 $9,890
 $161/est. mo
","2007 Honda CR-V LX           Viewed
"
885,"Cortland, NY",104 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2009 Ford Taurus SEL           Viewed
","Instant Market Value of $7,813","Mileage: 111,125 mi","$5,995 
 $109/est. mo
","2009 Ford Taurus SEL           Viewed
"
886,"Fayetteville, NY",18 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Chevrolet Impala LT           Viewed
","Instant Market Value of $12,550","Mileage: 52,121 mi","$10,995 
 $200/est. mo
","2013 Chevrolet Impala LT           Viewed
"
887,"Elmira, NY",60 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2013 Jeep Patriot Sport 4WD           Viewed
","Instant Market Value of $14,315","Mileage: 32,762 mi","$12,716 $13,763
 $231/est. mo
","2013 Jeep Patriot Sport 4WD           Viewed
"
888,"Buffalo, NY",93 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Scion tC Base           Viewed
","Instant Market Value of $14,281","Mileage: 25,526 mi","$12,600 
 $229/est. mo
","2013 Scion tC Base           Viewed
"
889,"Carthage, NY",37 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2016 Ford F-150 XLT SuperCrew 4WD           Viewed
","Instant Market Value of $37,826","Mileage: 11,135 mi","$33,750 
 $611/est. mo
","2016 Ford F-150 XLT SuperCrew 4WD           Viewed
"
890,"Oakfield, NY",93 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Ram 1500 Express Quad Cab 4WD           Viewed
","Instant Market Value of $24,940","Mileage: 43,369 mi","$22,477 
 $407/est. mo
","2013 Ram 1500 Express Quad Cab 4WD           Viewed
"
891,"LOCKPORT, NY",109 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2015 Buick Verano            Viewed
","Instant Market Value of $18,672","Mileage: 7,860 mi","$15,980 
 $290/est. mo
","2015 Buick Verano            Viewed
"
892,"Central Square, NY",70 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2008 Jeep Liberty Sport 4WD           Viewed
","Instant Market Value of $10,709","Mileage: 90,022 mi","$8,495 
 $154/est. mo
","2008 Jeep Liberty Sport 4WD           Viewed
"
893,"Cortland, NY",244 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Subaru XV Crosstrek Limited           Viewed
","Instant Market Value of $20,475","Mileage: 40,807 mi","$18,500 
 $335/est. mo
","2013 Subaru XV Crosstrek Limited           Viewed
"
894,"Grand Island, NY",94 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2014 Chevrolet Camaro 1SS           Viewed
","Instant Market Value of $28,411","Mileage: 13,685 mi","$25,913 
 $470/est. mo
","2014 Chevrolet Camaro 1SS           Viewed
"
895,"Syracuse, NY",400 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2012 Volvo XC70 3.2 Premier Plus AWD           Viewed
","Instant Market Value of $21,903","Mileage: 77,858 mi","$19,999 
 $363/est. mo
","2012 Volvo XC70 3.2 Premier Plus AWD           Viewed
"
896,"Oakfield, NY",4 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2010 Pontiac G6 Base           Viewed
","Instant Market Value of $7,591","Mileage: 91,913 mi","$4,956 
 $90/est. mo
","2010 Pontiac G6 Base           Viewed
"
897,"Elmira, NY",81 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2014 Chevrolet Impala Limited LT           Viewed
","Instant Market Value of $14,859","Mileage: 30,166 mi","$12,995 
 $236/est. mo
","2014 Chevrolet Impala Limited LT           Viewed
"
898,"North Tonawanda, NY",3 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2010 Chevrolet Equinox LT2 AWD           Viewed
","Instant Market Value of $11,716","Mileage: 98,722 mi","$9,995 $10,325
 $181/est. mo
","2010 Chevrolet Equinox LT2 AWD           Viewed
"
899,"Buffalo, NY",80 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2015 Mazda MAZDA3 i Touring           Viewed
","Instant Market Value of $17,912","Mileage: 16,017 mi","$15,800 
 $287/est. mo
","2015 Mazda MAZDA3 i Touring           Viewed
"
900,"Rome, NY",327 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Nissan Altima            Viewed
","Instant Market Value of $15,492","Mileage: 36,000 mi","$13,200 
 $239/est. mo
","2013 Nissan Altima            Viewed
"
901,"Great Valley, NY",44 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Chevrolet Equinox LT1 AWD           Viewed
","Instant Market Value of $18,692","Mileage: 32,562 mi","$17,000 
 $308/est. mo
","2013 Chevrolet Equinox LT1 AWD           Viewed
"
902,"Akron, NY",79 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2005 GMC Canyon SLE Z85 Crew Cab 4WD           Viewed
","Instant Market Value of $12,126","Mileage: 100,711 mi","$9,995 
 $181/est. mo
","2005 GMC Canyon SLE Z85 Crew Cab 4WD           Viewed
"
903,"Dansville, NY",46 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2013 Jeep Patriot Sport 4WD           Viewed
","Instant Market Value of $10,617","Mileage: 104,000 mi","$8,995 
 $163/est. mo
","2013 Jeep Patriot Sport 4WD           Viewed
"
904,"Syracuse, NY",133 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2010 BMW 5 Series 535i xDrive           Viewed
","Instant Market Value of $13,910","Mileage: 127,035 mi","$11,888 
 $216/est. mo
","2010 BMW 5 Series 535i xDrive           Viewed
"
905,"Elba, NY",60 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2011 Ram 1500 SLT Quad Cab 4WD           Viewed
","Instant Market Value of $17,438","Mileage: 124,925 mi","$14,900 
 $270/est. mo
","2011 Ram 1500 SLT Quad Cab 4WD           Viewed
"
906,"Elma, NY",55 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2011 Toyota Tundra Tundra-Grade Double Cab 5.7L 4WD           Viewed
","Instant Market Value of $23,458","Mileage: 77,115 mi","$20,999 
 $381/est. mo
","2011 Toyota Tundra Tundra-Grade Double Cab 5.7L 4WD           Viewed
"
